tconst,text,genre,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt9497146,"One year has passed since the events of Mobile Suit Gundam Unicorn and the Laplace's Box was opened. Following the conflict called the ""Laplace Incident"", the Neo Zeon remnant force known as the Sleeves is destroyed. Both the Banshee and Unicorn Gundam are sealed away from public consciousness, locked in secrecy and meant to be forgotten by history. However, sightings of another Gundam are suddenly being reported. The Unicorn Gundam 03 Phenex, thought to be lost since two years ago, has reappeared.",Sci-Fi,movie,Mobile Suit Gundam Narrative,Mobile Suit Gundam Narrative,0,2018,\N,88,"Action,Animation,Sci-Fi"
tt9290986,"A C.I.A. agent participates in a secretive brain-transference program when the ambassador to Italy is kidnapped by a rogue agent.When the American ambassador to Italy is kidnapped, a rogue U.S. government agent makes demands that send the President and the C.I.A. scrambling to protect a mysterious covert government project involving memory transference. With his brain recently scanned into a hard drive, the ambassador's knowledge of all international undercover agents becomes a hot commodity on the black market and only one scientist has the know-how to implant that data into another host. With a plethora of double agents in the mix, the C.I.A. dispatches Agent John Ramsay to find and secure the scientist. But, knowing who to trust becomes virtually impossible as corruption and treachery trickle down from the highest levels in this pulse-pounding spy thriller.",Sci-Fi,movie,The Infinity Project,The Infinity Project,0,2018,\N,86,"Action,Sci-Fi,Thriller"
tt7978752,A suicidal businessman is visited by an inter-dimensional being who appears in the form of a beautiful woman.,Sci-Fi,movie,The Bestowal,The Bestowal,0,2018,\N,90,"Drama,Fantasy,Sci-Fi"
tt8115684,"A privately-funded 1960 expedition seeks to beat both the U.S. and the Soviet Union in the race to Mars. But what the intrepid explorers discover - changes everything. This film is a tribute to, as well as a send-up of, Classic Sci-Fi. The satirical references come thick and fast. But there's also a more serious message woven in.",Sci-Fi,movie,Journey to the Docile Pink Planet,Journey to the Docile Pink Planet,0,2018,\N,100,"Adventure,Sci-Fi"
tt5080556,"Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).8 years after Chitti was dismantled due to destruction he caused. Vaseegaran has created new human robot Nila which can understand human feelings better. The cell phones in the city start to disappear from everywhere. A creature in the form of bird creates havoc in the city causing destruction. Vaseegaran believes it to be the fifth element force and decides to get Chitti back in action. When Vaseegaran traces the location of missing cellphones with help of Chitti and Nila he finds that its not the fifth force but a human force done by late professor Pakshi Rajan.When mobile phones start mysteriously flying out of the hands of people in Chennai, Dr Vaseegaran and his android assistant Nila are called in for help. The city is under a threat from the supernatural powers of Pakshirajan, a deadly winged monster seeking revenge on mankind for harming birds with mobile radiation. Dr. Vaseegaran is forced to reassemble his robot 2.0, the upgraded version of Chitti to fight against Pakshirajan and save the world.",Sci-Fi,movie,2.0,2.0,0,2018,\N,148,"Action,Sci-Fi"
tt9442046,Third installment in the Kerion sci-fi saga. New Dawn sees the rebellion take a stand against the Empire.,Sci-Fi,movie,New Dawn,New Dawn,0,2018,\N,\N,Sci-Fi
tt9034308,"A desperate wife agrees to have a baby cloned from her comatose husband's DNA. However, the husband gets better and they get rid of the baby - until the past comes calling decades later in a mix of mystery, lust and violence.Josie, a devoted wife, is devastated when her beloved husband, Leo, falls into a coma after a terrible accident. Desperate to have his child, she accepts her only option: cloning. The arrival of the baby unexpectedly awakens Leo, unleashing in him a newfound ability to experience supernatural visions. These visions weaken him and reveal a terrible, cursed future which he cannot understand or accept. Confused and intensely anxious by what she's done, Josie tries to deny what she's created, but her husband's reactions grow stronger to the baby. She confronts the doctor who spearheaded the experiment fearful that the man and his clone cannot coexist - but the baby is too great a danger. Leo and Josie are forced to make an impossible choice and keep a secret forever. The couple remain together, their love continuing, his career thriving. But twenty years later their past comes back to haunt them. The truth cannot be buried. Patient 001 is a dark, twisted, Gothic fairy tale for grown ups.",Sci-Fi,movie,Patient 001,Patient 001,0,2018,\N,87,"Horror,Sci-Fi,Thriller"
tt1780790,"A camping trip turns into a living nightmare when a blizzard traps four friends in 36 inches of sudden snow -- and shrieking alien sounds outside of their tents.A camping trip turns into a living nightmare when a blizzard traps four friends in 36 inches of sudden snow - And shrieking alien sounds outside of their tents. A race for life ensues as they are hunted by horrific monsters, discovering a larger alien conspiracy with every terrifying stride.",Sci-Fi,movie,Catskill Park,Catskill Park,0,2018,\N,93,"Horror,Sci-Fi,Thriller"
tt1477834,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.Arthur Curry, half human half from Atlantis, goes on a trip of a lifetime. Not only does this adventure compel him to come to terms with his real identity, but it also forces him to discover whether he is entirely worthy of fulfilling his own destiny: becoming a king.Born upon the shores of the surface world, Arthur Curry discovers that he is only half human with the other half of his blood being of Atlanteean descent, thus making him the rightful heir to the throne of the undersea kingdom of Atlantis. However, Arthur learns that Atlantis is being ruled by his malicious half brother Orm, who seeks to unite the seven underwater kingdoms and wage war upon the surface. With aid from Nuidis Vulko and the gorgeous Mera, Arthur must discover the full potential of his true destiny and become Aquaman in order to save Atlantis and the surface from Orm's evil plot.Arthur Curry has always been different. His mother was an honorable queen of atlantean descent, while his father, a simple human lighthouse keeper. They met after she fled to land, running from her forced fiancée. A few years later, Arthur is a toddler, when his mother was forcefully and reluctantly taken back to Atlantis, where she was believed to be executed. Fast forward and Arthur is now an adult. After learning the truth about his destiny, he sets out to find a king's lost trident and stop an entire war before it even starts.",Sci-Fi,movie,Aquaman,Aquaman,0,2018,\N,143,"Action,Adventure,Fantasy"
tt9318706,A young Greek photographer boards and an elevator of a very very very very tall building and goes up.,Sci-Fi,movie,Elevator to Insanity,Elevator to Insanity,0,2018,\N,72,"Horror,Mystery,Sci-Fi"
tt9341628,"As mass of solar storms causes tsunamis, volcanoes, and flooding, a city-dwelling family attempts to flee to the relative safety of a group of high-elevation caves several miles away.",Sci-Fi,movie,End of the World,End of the World,0,2018,\N,88,"Action,Adventure,Drama"
tt7033092,"In a not so distant future, countries are recovering from World War III. Civilians from all over migrate to other countries to claim new land. 5 infants are born in one of the towns, that will forever change the course of time.",Sci-Fi,movie,The Five in Merseyside,The Five in Merseyside,0,2018,\N,60,"Horror,Sci-Fi"
tt8241148,"Dive deep into a dystopian inner-world where grown men crawl around on all fours and chaos reigns supreme.A man named Bobo is haunted by a demon claiming to have possession of his deceased son's soul, and a boy named Andrew lands a job as the host of a new conspiracy theory web series. Also, a small karate man travels deep into the underworld to battle true evil.",Sci-Fi,movie,Dagko na Tawo,Dagko na Tawo,0,2018,\N,320,"Drama,Horror,Mystery"
tt3833682,"A hermit farmer discovers his late father's secret journal containing plans to a magnetic powered machine that could change the world, while unexpectedly becoming custodian of his gifted 6 year old nephew, after his mom's untimely death.Grady Lee Jr. is a struggling reclusive farmer who has never wanted to be married or have children. He lost his mom when he was a young boy and by the time he was 13, his father and step-mom died in a car wreck separating him from his stepsister, Marry Ann. Randy, his father's best friend, took Grady in and raised him as his own and kept the family farm sustained. One day, Grady discovers his late father's hidden journal That contained secrets of Nikola Tesla. The journal contains the plans to a machine that works off of electro-magnetism, called Jack. Grady believes it could increase productivity by drastically reducing the time it takes a plant to grow. This could be the answer to saving his farm and helping the county, when in fact this could change the world. With the help of his friend, Boudreaux, they begin to work on the device. Boudreaux, of Native American decent, can sense a change is coming for Grady's. After a call from an attorney, Grady finds himself a beneficiary to his late step sister's last will and testament, just to discover he is custodian to his nephew, a special 6 year old boy, Kai. Those that meet Kai are drawn to him, all except for Grady. The child is a distraction he would rather not have, and keeps him from Jack, and his heart. Being from the city, Kai is a stranger to nature, but, his mom remembered the farm and believed that it would make the perfect environment for his ability to be nurtured and for Grady to discover his familial emotions once again.",Sci-Fi,movie,Tinker',Tinker',0,2018,\N,97,"Drama,Family,Sci-Fi"
